Address,Year Build,GLA,# of rooms,# of bath,Closing Date,Sale Price
"99 uninsurable rd., las vegas, nv",1989,1933,4.5,2,23/07/2021,394100
"83 oxydase rd., atlanta, ga",1973,1786,4,1,15/10/2021,314100
"118 prepuces st., phoenix, az",1976,1777,4,2,05/08/2021,326300
"21 uninhabited ave., phoenix, az",1952,1638,4,2,25/10/2021,269200
"22 depredated ave., houston, tx",1997,1583,0,1,30/09/2021,297300
"91 vesuvius ave., atlanta, ga",1975,1646,4,2,27/07/2021,329000
"23 whirlpool rd., phoenix, az",1973,1453,3.5,1,30/08/2021,249500
"70 hind-calf ave., atlanta, ga",2003,1718,4,2,30/10/2021,337000
"87 marquis st., atlanta, ga",1966,1547,3.5,1,19/09/2021,315900
"38  fulgurous  st.,  phoenix,  az",1968,1826,4.5,2,11/10/2021,399000
"6 rakel rd., las vegas, nv",1965,1475,3.5,1,28/08/2021,273100
"51  bothered  st.,  las  vegas,  nv",1978,1963,4.5,1,02/11/2021,391900
"88 boatmen st., atlanta, ga",1971,1501,3.5,2,13/11/2021,250300
"119 headlines st., las vegas, nv",2013,1765,4,1,08/09/2021,311400
"185 presentencing ave., las vegas, nv",1986,1838,4.5,1,07/08/2021,354500
"176  cadastral  ave.,  houston,  tx",1980,1534,0,1,26/09/2021,268400
"139 saltationism st., houston, tx",2005,1715,0,1,24/08/2021,284600
"111 hebrew rd., las vegas, nv",2003,1853,4.5,1,18/07/2021,391500
"87 calories rd., las vegas, nv",1982,1784,4,2,23/07/2021,318400
"84 flippers st., phoenix, az",1952,1433,3.5,2,13/08/2021,309900
"9 schiller st., atlanta, ga",1952,1825,4.5,2,29/07/2021,352600
"177 louis xiv ave., las vegas, nv",1959,1427,3.5,1,31/07/2021,306200
"40 dendrologist ave., atlanta, ga",1997,1643,4,2,18/07/2021,285400
"129 quaintly st., phoenix, az",2012,1642,4,1,24/10/2021,349900
"51 streaky ave., atlanta, ga",2000,1523,3.5,1,10/10/2021,276500
"127 war-dialing rd., las vegas, nv",2013,1634,4,2,28/08/2021,304600
"197  cyberlit  st.,  houston,  tx",1993,1834,0,2,10/09/2021,317300
"140 mediate rd., atlanta, ga",1951,1990,4.5,1,09/10/2021,362100
"16 insufflate ave., houston, tx",2007,1868,0,2,30/07/2021,304400
"165 american-indian ave., phoenix, az",1984,1634,4,2,02/08/2021,275700
"9 compsognathus ave., las vegas, nv",2009,1637,4,1,29/07/2021,336700
"176 switch ave., atlanta, ga",1995,1860,4.5,1,04/11/2021,354300
"1 trinucleotides st., phoenix, az",1985,1635,4,2,12/09/2021,284300
"1 whiskeys ave., houston, tx",2012,1568,0,1,25/07/2021,243000
"28 tricklet st., las vegas, nv",1957,1790,4,2,17/09/2021,329000
"21 mckay st., atlanta, ga",1968,1600,4,1,07/08/2021,276400
"109 tree-top st., atlanta, ga",2017,1876,4.5,1,23/07/2021,381500
"43 pocketing rd., atlanta, ga",1957,1540,3.5,2,11/09/2021,266000
"185 weaponeer st., atlanta, ga",1956,1406,3.5,1,11/11/2021,311300
"72 memoirists st., houston, tx",1966,1843,0,1,20/07/2021,372400
"109 atheisms st., houston, tx",1984,1478,0,1,04/11/2021,238800
"196 coracohumeral rd., atlanta, ga",1993,1712,4,2,10/08/2021,285000
"17 titleholders rd., atlanta, ga",1970,1468,3.5,1,28/10/2021,276700
"120  zugzwang  rd.,  phoenix,  az",1964,1604,4,1,02/11/2021,266200
"127 courge rd., phoenix, az",1970,1549,3.5,2,05/10/2021,255400
"89 waterloo st., phoenix, az",1999,1645,4,2,05/10/2021,285300
"171 peirastic rd., phoenix, az",1971,1977,4.5,1,09/10/2021,357800
"132 disburdens st., phoenix, az",1977,1823,4.5,2,19/08/2021,377200
"157 unroping st., phoenix, az",1987,1597,3.5,1,05/08/2021,280800
"143 splif ave., las vegas, nv",2007,1902,4.5,1,27/09/2021,331800
"51 unimaged rd., phoenix, az",1974,1567,3.5,1,23/10/2021,315300
"188 liberty cap st., las vegas, nv",2003,1519,3.5,1,13/10/2021,286800
"73 vaguely st., houston, tx",1992,1554,0,1,06/11/2021,303900
"117  decaoxide  rd.,  atlanta,  ga",2002,1803,4.5,1,01/10/2021,362300
"83 ballistically rd., phoenix, az",2014,1715,4,2,28/10/2021,330300
"168 voiceful st., atlanta, ga",1970,1579,3.5,2,03/11/2021,314300
"81 montespan ave., phoenix, az",2011,1971,4.5,2,22/08/2021,342600
"107 decisionmaker st., atlanta, ga",1976,1692,4,2,26/10/2021,327600
"178 orthostats st., phoenix, az",1997,1845,4.5,2,15/08/2021,345500
"114 two-assist ave., atlanta, ga",2019,1426,3.5,1,18/08/2021,292800
"61 wealthier st., atlanta, ga",1971,1867,4.5,1,06/11/2021,374400
"73 vaguely st., houston, tx",1992,1554,0,1,06/11/2021,303900
"65 moonless rd., phoenix, az",1990,1875,4.5,2,08/08/2021,363300
"196 realism rd., phoenix, az",1977,1675,4,1,09/10/2021,368000
"111 seagulling st., houston, tx",1952,1493,0,1,18/08/2021,242900
"195 nitril st., atlanta, ga",2018,1624,4,2,10/09/2021,311600
"3 stressless st., phoenix, az",1975,1562,3.5,1,20/08/2021,286500
"69 tram-wheel st., las vegas, nv",1985,1807,4.5,2,12/08/2021,324100
"1 parakeet rd., phoenix, az",1975,1672,4,2,28/08/2021,338600
"183 kidney-shaped ave., phoenix, az",1977,1850,4.5,1,05/08/2021,384300
"129 remonstrant st., atlanta, ga",1982,1677,4,1,07/10/2021,372100
"38 parliament ave., phoenix, az",1986,1597,3.5,2,09/09/2021,310000
"4  affrunt  st.,  phoenix,  az",1964,1878,4.5,2,02/10/2021,399200
"124 underleading ave., phoenix, az",1973,1840,4.5,1,22/08/2021,354600
"75 king's-hood st., houston, tx",1985,1688,0,2,15/10/2021,306700
"23 eburnean ave., atlanta, ga",2011,1659,4,2,14/09/2021,305400
"129 grubbiness ave., las vegas, nv",1975,1775,4,2,11/11/2021,359700
"92 thereagainst ave., phoenix, az",1968,1897,4.5,1,01/11/2021,329500
"168  palatial  ave.,  phoenix,  az",1987,1774,4,2,02/08/2021,363200
"149 algorithmically rd., phoenix, az",1966,1869,4.5,2,15/09/2021,383800
"55 yorkshireman st., atlanta, ga",2001,1902,4.5,1,22/09/2021,358500
"113 dosimeters ave., atlanta, ga",1972,1913,4.5,2,25/10/2021,369900
"70 morphometrics rd., phoenix, az",1987,1959,4.5,2,04/08/2021,341800
"79 disparition ave., atlanta, ga",2004,1670,4,1,10/09/2021,344700
"174 diabetes rd., atlanta, ga",1958,1972,4.5,1,09/10/2021,397800
"93 whirs st., las vegas, nv",1995,1989,4.5,2,15/08/2021,344400
"46 mistryst rd., las vegas, nv",1973,1783,4,2,18/10/2021,353500
"131 subluminal st., atlanta, ga",1977,1979,4.5,2,10/10/2021,406300
"96 viddy st., phoenix, az",1999,1456,3.5,1,17/10/2021,251600
"131 unbearded rd., atlanta, ga",2008,1694,4,2,24/08/2021,325100
"45 enduement st., phoenix, az",1998,1583,3.5,2,17/10/2021,266600
"54 excludes rd., atlanta, ga",1975,1486,3.5,1,24/09/2021,266600
"135 sterculias ave., las vegas, nv",2016,1512,3.5,2,18/09/2021,283500
"120 hymnbooks ave., las vegas, nv",1986,1901,4.5,2,19/09/2021,380200
"195 megaflops st., las vegas, nv",2012,1445,3.5,1,24/08/2021,233700
"20 fingermark st., las vegas, nv",2016,1785,4,2,12/08/2021,301700
"163 oaten st., phoenix, az",1998,1830,4.5,2,18/07/2021,319100
"76  aridest  st.,  houston,  tx",2004,1533,0,1,27/10/2021,282700
"61 shell-extractor st., houston, tx",2015,1538,0,2,26/09/2021,305300
"149 disannulment st., atlanta, ga",1988,1793,4,1,24/07/2021,323200
"5 solitarity rd., las vegas, nv",1977,1742,4,2,01/09/2021,385600
"138 fieldfares ave., houston, tx",1957,1738,0,2,07/08/2021,283100
"90 dasyurine st., houston, tx",2018,1626,0,1,17/08/2021,262100
"3 cincinnatians st., phoenix, az",1991,1976,4.5,2,11/09/2021,415400
"102 lilac-colored rd., phoenix, az",2012,1989,4.5,2,25/08/2021,413200
"166  compline  st.,  las  vegas,  nv",2012,1570,3.5,1,24/07/2021,305000
"83 antimuscarinic st., phoenix, az",1963,1513,3.5,1,12/08/2021,252200
"1 winched st., atlanta, ga",2008,1641,4,2,25/08/2021,342400
"160 goofball rd., atlanta, ga",2006,1773,4,1,03/11/2021,366700
"49 unblessed st., atlanta, ga",1982,1597,3.5,1,01/09/2021,283600
"138 clinker rd., atlanta, ga",1982,1593,3.5,1,24/07/2021,317500
"110 flummoxes rd., phoenix, az",1980,1450,3.5,1,29/07/2021,300800
"101 whiplike ave., phoenix, az",1983,1939,4.5,1,06/08/2021,299800
"6 puteal st., atlanta, ga",2009,1800,4.5,2,09/08/2021,307200
"26 yakker st., atlanta, ga",1997,1918,4.5,2,08/10/2021,318100
"115 proctoring st., atlanta, ga",2008,1796,4,2,18/09/2021,372000
"168 replevisable st., phoenix, az",1952,1789,4,1,14/11/2021,322600
"25 strangely ave., las vegas, nv",1971,1406,3.5,1,24/08/2021,273000
"102 starting-place st., las vegas, nv",1986,1505,3.5,1,24/08/2021,266200
"165 angelolatry st., phoenix, az",1986,1742,4,1,05/08/2021,319500
"179 botanical st., atlanta, ga",1997,1681,4,2,23/07/2021,347600
"171 polka-mazurka st., las vegas, nv",1980,1511,3.5,2,14/09/2021,287700
"106 disambiguate rd., phoenix, az",1956,1777,4,2,21/09/2021,320000
"41  water-colour  ave.,  atlanta,  ga",1970,1474,3.5,1,02/09/2021,279300
"18 looked ave., las vegas, nv",1993,1511,3.5,1,21/09/2021,258200
"35 remnants rd., phoenix, az",1950,1805,4.5,1,30/09/2021,360100
"14 pasts ave., las vegas, nv",1980,1939,4.5,1,02/11/2021,365400
"29 goods-train st., las vegas, nv",1953,1579,3.5,2,21/09/2021,300400
"122 nonsegregated st., atlanta, ga",1995,1984,4.5,2,10/08/2021,390000
"155 leucemia rd., phoenix, az",1983,1450,3.5,1,27/10/2021,276900
"98 megalocephalia rd., houston, tx",1970,1792,0,2,11/09/2021,316500
"43  pelamis  ave.,  phoenix,  az",1978,1609,4,2,11/11/2021,297900
"136 roster ave., las vegas, nv",2000,1904,4.5,2,02/09/2021,341400
"72 shield-backed rd., phoenix, az",1977,1903,4.5,1,02/10/2021,400200
"81 foresightedness st., atlanta, ga",1960,1881,4.5,2,17/09/2021,393600
"70 neoproterozoic st., phoenix, az",1956,1853,4.5,2,11/10/2021,314600
"150 flensed ave., phoenix, az",1960,1436,3.5,2,19/10/2021,298300
"109 picquet rd., atlanta, ga",1961,1546,3.5,1,29/07/2021,301500
"121 nonfinalists rd., atlanta, ga",1978,1641,4,2,30/07/2021,320100
"59 history-piece st., atlanta, ga",2002,1822,4.5,2,10/09/2021,337900
"159 with-holds rd., phoenix, az",1982,1626,4,2,24/09/2021,289000
"71 moorcock st., atlanta, ga",1999,1895,4.5,2,21/07/2021,356000
"176 blandishments rd., houston, tx",1992,1465,0,1,14/09/2021,302400
"11  wonks  st.,  las  vegas,  nv",2012,1984,4.5,1,04/10/2021,334300
"100 carpule rd., las vegas, nv",1973,1446,3.5,2,25/09/2021,304000
"96 synthesizers rd., atlanta, ga",2008,1474,3.5,1,22/08/2021,278000
"100 microprocessor rd., houston, tx",1958,1678,0,2,18/08/2021,313500
"94 lankness st., houston, tx",1983,1611,0,2,28/07/2021,341100
"25 neckbeards st., atlanta, ga",2012,1790,4,1,20/07/2021,300400
"61 liars rd., atlanta, ga",1990,1958,4.5,1,11/10/2021,393300
"131 eisteddfods rd., atlanta, ga",1964,1691,4,2,30/07/2021,368200
"109 missionise st., houston, tx",1960,1747,0,1,30/09/2021,355500
"79 disparition ave., atlanta, ga",2004,1670,4,1,10/09/2021,344700
"152 whift st., phoenix, az",1987,1645,4,2,13/09/2021,312300
"84 bashfully rd., phoenix, az",2000,1427,3.5,1,16/10/2021,237800
"69 unsincere ave., phoenix, az",1952,1837,4.5,1,12/08/2021,359900
"131 trikini ave., houston, tx",1973,1934,0,2,09/11/2021,352500
"147 parodial ave., phoenix, az",1950,1838,4.5,2,07/11/2021,384300
"152 huddling st., phoenix, az",1989,1986,4.5,2,13/09/2021,390000
"153 bulldozers st., atlanta, ga",1965,1606,4,1,24/08/2021,300500
"178 advertisers st., phoenix, az",1989,1814,4.5,2,21/09/2021,328300
"85 quitclaiming rd., las vegas, nv",2005,1672,4,2,02/08/2021,280600
"7 myography st., phoenix, az",2000,1649,4,2,05/08/2021,305600
"101 arreed rd., atlanta, ga",2006,1852,4.5,2,10/10/2021,355600
"123 uncontented st., atlanta, ga",2016,1515,3.5,2,05/09/2021,248700
"74 flipping st., atlanta, ga",1956,1493,3.5,2,12/08/2021,302500
"196 nonforestry st., las vegas, nv",1977,1842,4.5,2,19/07/2021,320800
"84 bashfully rd., phoenix, az",2000,1427,3.5,1,16/10/2021,237800
"61 infralittoral ave., houston, tx",1960,1864,0,1,02/11/2021,347900
"103 melicerous ave., atlanta, ga",1978,1737,4,2,21/08/2021,318600
"80 luminescent ave., las vegas, nv",2007,1541,3.5,1,28/07/2021,262200
"6 countour st., phoenix, az",2004,1903,4.5,1,30/09/2021,341300
"59 manipulatory st., atlanta, ga",2014,1460,3.5,1,16/09/2021,260500
"136  tires  ave.,  atlanta,  ga",1974,1885,4.5,2,29/09/2021,338900
"126 drillship ave., atlanta, ga",2013,1601,4,2,20/09/2021,266200
"25 microearthquake rd., las vegas, nv",1966,1581,3.5,1,04/10/2021,325200
"42 dihedrons ave., las vegas, nv",1962,1636,4,2,27/08/2021,337200
"101 trophically rd., houston, tx",1958,1429,0,1,16/10/2021,240100
"183  speed-dating  ave.,  phoenix,  az",2005,1484,3.5,1,06/09/2021,237300
"173 intubations st., phoenix, az",1993,1941,4.5,2,05/10/2021,319100
"179 claimable ave., houston, tx",1966,1479,0,2,07/10/2021,321800
"15 sitteth st., houston, tx",1987,1504,0,1,23/07/2021,276100
"22 myriapoda ave., houston, tx",1984,1639,0,2,06/10/2021,335700
"85 ninety-three st., las vegas, nv",1983,1886,4.5,1,10/08/2021,313700
"172 transscleral st., atlanta, ga",1967,1904,4.5,2,23/07/2021,419900
"23 tunnel-head ave., atlanta, ga",1979,1739,4,2,15/09/2021,357500
"16 hispanicized st., atlanta, ga",1969,1832,4.5,1,04/11/2021,339300
"189 toss-up st., phoenix, az",1997,1796,4,1,01/08/2021,327200
"134 yapper st., atlanta, ga",2007,1459,3.5,2,17/10/2021,301400
"154 rib-roaster rd., phoenix, az",2011,1726,4,1,06/09/2021,283000
"90 shirtless st., las vegas, nv",1977,1852,4.5,1,02/10/2021,308300
"95 areality st., phoenix, az",2001,1576,3.5,1,29/10/2021,264700
"74 diligences rd., phoenix, az",1973,1911,4.5,2,09/10/2021,344700
"108 diallyl rd., phoenix, az",1993,1551,3.5,2,18/07/2021,292500
"39  upland  rd.,  atlanta,  ga",1969,1604,4,1,21/07/2021,297600
"112 fillies ave., phoenix, az",1966,1717,4,1,21/09/2021,284800
"194 replasters rd., phoenix, az",1954,1434,3.5,1,13/11/2021,288300
"77 serio-comic st., phoenix, az",2010,1966,4.5,2,21/07/2021,364900
"77 postillion rd., atlanta, ga",1953,1847,4.5,2,08/08/2021,320100
"153 privatise st., atlanta, ga",1998,1666,4,1,14/08/2021,343800
"181 cornage rd., atlanta, ga",1990,1822,4.5,2,10/10/2021,330200
"7 makings ave., phoenix, az",1997,1638,4,2,27/07/2021,338500
"55 pourpoint ave., las vegas, nv",1997,1537,3.5,1,10/10/2021,292400
"80 nonhidden st., las vegas, nv",2004,1627,4,1,20/09/2021,318000
"29 squamosity st., phoenix, az",1966,1651,4,2,21/08/2021,281800
"85 jinxing ave., atlanta, ga",1992,1983,4.5,2,01/09/2021,418100
"197 chorioiditis ave., atlanta, ga",1992,1608,4,2,22/09/2021,267300
"131 exalted st., las vegas, nv",2017,1624,4,2,10/09/2021,351200
"39 chigh st., atlanta, ga",1971,1751,4,1,31/08/2021,297900
"2 persecutive ave., atlanta, ga",2000,1947,4.5,2,04/11/2021,373000
"165 liquid-fuel rd., atlanta, ga",1996,1879,4.5,2,22/10/2021,369400
"111 tooting st., houston, tx",2017,1483,0,1,13/10/2021,283200
"120 artivism rd., las vegas, nv",1996,1896,4.5,2,12/10/2021,330700
"55 football ave., las vegas, nv",1990,1929,4.5,2,25/08/2021,353400
"40  conejo  ave.,  atlanta,  ga",2016,1808,4.5,2,18/09/2021,401100
"40 wasted ave., houston, tx",1963,1585,0,1,07/11/2021,297800
"55 doctorly st., phoenix, az",1959,1509,3.5,1,02/11/2021,300800
"10  kakapo  st.,  houston,  tx",1956,1730,0,1,24/10/2021,292300
"24 heyduke rd., atlanta, ga",2017,1832,4.5,2,27/07/2021,325400
"104 dispensation st., las vegas, nv",1951,1999,4.5,2,19/07/2021,429900
"55 counterbidders ave., phoenix, az",1997,1773,4,1,13/11/2021,343100
"109  indited  rd.,  atlanta,  ga",1986,1599,3.5,2,19/09/2021,342500
"107 subrector rd., atlanta, ga",1981,1624,4,1,05/09/2021,343500
"89 renewability st., atlanta, ga",1972,1483,3.5,1,02/10/2021,287500
"82 bivouacking st., phoenix, az",1971,1859,4.5,2,10/10/2021,339400
"125 riverless st., phoenix, az",2006,1582,3.5,2,09/10/2021,307700
"171 groanings rd., las vegas, nv",1970,1927,4.5,1,30/08/2021,403900
"60 theveresin ave., houston, tx",2000,1567,0,1,25/08/2021,274800
"42 wolverene ave., atlanta, ga",2006,1568,3.5,1,29/09/2021,320800
"110 kosmotropic ave., atlanta, ga",2016,1798,4,1,02/09/2021,355300
"39 dactylozooid st., phoenix, az",1955,1997,4.5,2,31/08/2021,429100
"93 subserous st., phoenix, az",1996,1448,3.5,1,26/07/2021,291700
"172 turkey-pea st., phoenix, az",1983,1806,4.5,2,24/10/2021,343900
"194 maize-eater st., houston, tx",1992,1844,0,2,14/10/2021,291000
"165 foliicolous st., houston, tx",2008,1763,0,2,06/10/2021,332800
"21  multipack  rd.,  phoenix,  az",1982,1691,4,2,10/11/2021,284800
"140 vanellus st., phoenix, az",1953,1596,3.5,1,13/10/2021,274800
"0 thieve st., atlanta, ga",2005,1416,3.5,2,05/08/2021,220500
"31 howler ave., phoenix, az",1989,1922,4.5,2,06/09/2021,416500
"5 unicycles rd., phoenix, az",1966,1560,3.5,2,06/08/2021,298500
"145 tinty rd., phoenix, az",1982,1729,4,1,11/09/2021,310100
"139 sexagesimal st., atlanta, ga",1970,1800,4.5,2,23/08/2021,343000
"52 mementoes st., las vegas, nv",2001,1500,3.5,1,08/08/2021,245900
"35 vacuole rd., las vegas, nv",2013,1565,3.5,1,16/09/2021,262800
"145 unedited ave., phoenix, az",1986,1805,4.5,2,29/10/2021,371700
"176  versifies  st.,  phoenix,  az",1974,1646,4,2,03/10/2021,270200
"155 uncommerciable st., phoenix, az",1983,1428,3.5,2,05/09/2021,297700
"4 yorker rd., atlanta, ga",2005,1544,3.5,1,27/08/2021,253100
"126 mountaineers st., houston, tx",1981,1442,0,2,25/09/2021,246500
"113 heaviness st., houston, tx",2006,1504,0,1,11/08/2021,239600
"98 peltate st., phoenix, az",1992,1934,4.5,2,25/10/2021,384000
"37 overfed rd., atlanta, ga",2002,1827,4.5,2,21/09/2021,342500
"135  bandmember  ave.,  phoenix,  az",1981,1788,4,2,26/08/2021,374100
"24  john-a-dreams  st.,  phoenix,  az",1998,1971,4.5,2,01/11/2021,361600
"53 monochloride st., las vegas, nv",2014,1587,3.5,1,31/08/2021,326700
"78 contravener st., phoenix, az",1980,1457,3.5,2,25/07/2021,251900
"33  australianists  st.,  atlanta,  ga",1990,1976,4.5,1,31/08/2021,366500
"85 ninety-three st., las vegas, nv",1983,1886,4.5,1,10/08/2021,313700
"153  liens  ave.,  phoenix,  az",2000,1702,4,2,02/10/2021,295000
"189 whiten rd., phoenix, az",1952,1484,3.5,1,14/11/2021,274000
"157 anisian ave., atlanta, ga",1956,1404,3.5,2,04/11/2021,286500
"151 interrobangs ave., phoenix, az",1955,1513,3.5,1,22/07/2021,283100
"112 indulgenced rd., atlanta, ga",1970,1603,4,2,19/09/2021,286200
"119 oriental rd., las vegas, nv",1967,1431,3.5,1,21/09/2021,279000
"108 impatient rd., las vegas, nv",1967,1965,4.5,2,07/09/2021,324300
"138  tintinnabula  rd.,  atlanta,  ga",2008,1828,4.5,2,14/08/2021,380900
"109 forthright st., atlanta, ga",2009,1547,3.5,1,28/09/2021,292100
"164 tenemental st., atlanta, ga",1991,1959,4.5,2,11/11/2021,401200
"143 alarums rd., phoenix, az",1954,1836,4.5,1,05/11/2021,317200
"129 epping forest ave., phoenix, az",1971,1416,3.5,1,09/11/2021,268800
"78 pronephric ave., phoenix, az",2004,1863,4.5,1,20/10/2021,299200
"72 hiply st., las vegas, nv",2004,1725,4,1,01/08/2021,345200
"168 trimetrical st., atlanta, ga",1969,1579,3.5,2,26/07/2021,314600
"183 ventricose st., las vegas, nv",1985,1663,4,1,11/11/2021,285000
"114 sambaing st., phoenix, az",1979,1690,4,1,07/10/2021,342800
"44 semblance rd., phoenix, az",2014,1749,4,2,02/08/2021,364400
"56 lawsons rd., las vegas, nv",1961,1780,4,2,24/09/2021,361500
"93 methonal ave., las vegas, nv",1959,1779,4,1,08/08/2021,285800
"110 autocannons rd., phoenix, az",1954,1975,4.5,2,08/08/2021,397000
"134 nonpathological ave., phoenix, az",2014,1752,4,1,02/11/2021,311200
"168 cantaliver ave., phoenix, az",2019,1568,3.5,1,08/08/2021,321400
"112 water-rose st., phoenix, az",1982,1917,4.5,2,04/11/2021,375200
"72 quinnat ave., phoenix, az",2003,1550,3.5,2,30/07/2021,291900
"116 cahokia ave., atlanta, ga",1975,1604,4,1,02/11/2021,319300
"11 remember st., houston, tx",1979,1504,0,1,14/10/2021,281700
"179 porpoise st., atlanta, ga",1972,1485,3.5,2,13/10/2021,301300
"199 innersole st., phoenix, az",2017,1796,4,2,03/09/2021,308000
"127 membrane-winged st., atlanta, ga",1999,1822,4.5,1,09/10/2021,359600
"195 waldos st., phoenix, az",1978,1652,4,2,10/11/2021,256600
"164 septicopyemia rd., phoenix, az",1977,1496,3.5,1,30/10/2021,317600
"147  rampions  st.,  phoenix,  az",1999,1670,4,1,15/08/2021,344200
"104 mysticises st., phoenix, az",1988,1908,4.5,2,21/07/2021,332000
"7 alumroots st., atlanta, ga",1965,1469,3.5,2,18/09/2021,254100
"123 attemperance rd., atlanta, ga",1965,1806,4.5,2,06/08/2021,367700
"183 self-evidence st., phoenix, az",1981,1478,3.5,2,17/09/2021,257100
"5 nitrification st., houston, tx",1964,1409,0,1,16/10/2021,265000
"34 confidentiality st., atlanta, ga",1989,1974,4.5,2,29/07/2021,384800
"41 pegaspargase ave., atlanta, ga",1964,1491,3.5,1,14/10/2021,245100
"186 measurables rd., houston, tx",1968,1540,0,1,10/11/2021,331400
"51 citrate st., las vegas, nv",1954,1443,3.5,1,24/07/2021,283700
