Address,Last Status Date,List Price,Offer Price,Status
"44 Girlishness Rd., Las Vegas, NV",2021-09-13,295300,318900,Offer Rejected - Pending
"138 Fragilely St., Phoenix, AZ",2021-07-25,284700,275100,Offer Rejected - Price Too Low
"117 Conicity Ave., Atlanta, GA",2021-10-16,228700,230500,Offer Rejected - Price Too Low
"15 Unmuffled Rd., Phoenix, AZ",2021-11-16,312400,327600,Closed
"118 St. Ambrose St., Atlanta, GA",2021-11-13,361400,360800,Offer Rejected - Price Too Low
"136 Upsilons Rd., Atlanta, GA",2021-07-23,278100,270700,Offer Rejected - Price Too Low
"5 Trencher Ave., Las Vegas, NV",2021-08-06,239100,258100,Closed
"58 Tickbird St., Las Vegas, NV",2021-10-01,241500,250100,Offer Rejected - Price Too Low
"16 Miller Rd., Phoenix, AZ",2021-07-26,301300,310500,Offer Rejected - Price Too Low
"104 Shouldered St., Phoenix, AZ",2021-10-31,363200,385600,Closed
"108 Slouched Ave., Las Vegas, NV",2021-09-19,301700,312700,Offer Rejected - Pending
"30 Lilliput St., Phoenix, AZ",2021-08-19,380900,388200,Offer Rejected - Price Too Low
"186 Aligned Rd., Las Vegas, NV",2021-08-26,292700,308500,Offer Rejected - Price Too Low
"180 Charmonium Ave., Las Vegas, NV",2021-11-24,258200,256900,Offer Rejected - Price Too Low
"7 Hand-lead Rd., Houston, TX",2021-11-21,301000,315300,Offer Rejected - Price Too Low
"78 Unblemished St., Phoenix, AZ",2021-11-10,241300,253100,Offer Rejected - Price Too Low
"75 King's-hood St., Houston, TX",2021-10-15,294600,304600,Offer Rejected - Pending
"17 Spreat St., Las Vegas, NV",2021-09-27,319700,324100,Offer Rejected - Price Too Low
"186 Colleen Rd., Las Vegas, NV",2021-09-05,328400,337600,Offer Rejected - Price Too Low
"51 Amygdaloids Ave., Phoenix, AZ",2021-07-27,322000,337200,Offer Rejected - Price Too Low
"134 Discouragements St., Atlanta, GA",2021-11-19,305800,305500,Offer Rejected - Price Too Low
"36 Hemangioblasts St., Las Vegas, NV",2021-10-05,339500,339800,Offer Rejected - Price Too Low
"40 Insuavity Rd., Atlanta, GA",2021-09-16,275400,274800,Offer Rejected - Price Too Low
"65 Wheelwright St., Phoenix, AZ",2021-09-15,272200,279800,Offer Rejected - Price Too Low
"191 Solarisation St., Phoenix, AZ",2021-09-25,272600,291400,Offer Rejected - Price Too Low
"142 Ingrateful St., Houston, TX",2021-10-04,253200,268900,Offer Rejected - Price Too Low
"16 Thioredoxin St., Atlanta, GA",2021-10-04,274700,289200,Offer Rejected - Price Too Low
"97 Valises Ave., Phoenix, AZ",2021-07-19,296300,309600,Offer Rejected - Price Too Low
"107 Galvano Ave., Atlanta, GA",2021-09-01,312900,306900,Offer Rejected - Price Too Low
"92 Knuckle-walking Ave., Las Vegas, NV",2021-11-07,344900,358200,Offer Rejected - Price Too Low
"169 Dehalogenation St., Las Vegas, NV",2021-07-27,316800,345900,Closed
"111 Refunder St., Atlanta, GA",2021-08-24,288200,304300,Offer Rejected - Price Too Low
"82 Consultants Ave., Phoenix, AZ",2021-10-23,387500,401600,Offer Rejected - Price Too Low
"175 Interpolating St., Atlanta, GA",2021-10-01,331400,346600,Offer Rejected - Price Too Low
"42 Projectionist St., Phoenix, AZ",2021-09-03,331000,337800,Offer Rejected - Price Too Low
"43 Bivouacked St., Phoenix, AZ",2021-10-25,350200,367100,Offer Rejected - Price Too Low
"19 Muskallonge St., Atlanta, GA",2021-08-24,373900,391900,Offer Rejected - Price Too Low
"36 Driverside Rd., Phoenix, AZ",2021-07-29,279500,281200,Offer Rejected - Pending
"59 Panopticon St., Las Vegas, NV",2021-09-07,303000,315400,Offer Rejected - Price Too Low
"196 Counter-tide St., Las Vegas, NV",2021-12-12,259100,250500,Offer Rejected - Price Too Low
"78 Unlearnedness Ave., Houston, TX",2021-08-23,324400,351800,Closed
"35 Writable St., Las Vegas, NV",2021-11-21,297300,306400,Closed
"132 Nonbelligerent Ave., Atlanta, GA",2021-11-19,290000,302800,Offer Rejected - Price Too Low
"40 Ricked St., Las Vegas, NV",2021-10-07,286500,294800,Offer Rejected - Price Too Low
"140 Daughterliness St., Phoenix, AZ",2021-10-05,282900,307100,Offer Rejected - Price Too Low
"8 One-do Ave., Las Vegas, NV",2021-08-24,355700,381100,Closed
"135 Alanyl St., Phoenix, AZ",2021-10-04,221300,224200,Offer Rejected - Price Too Low
"175 Winged St., Phoenix, AZ",2021-10-10,346900,371100,Closed
"89 Coalescent Ave., Las Vegas, NV",2021-12-02,304200,325900,Offer Rejected - Pending
"163 Overshare Ave., Phoenix, AZ",2021-09-28,300400,302400,Offer Rejected - Price Too Low
"67 Fancy-pants Rd., Phoenix, AZ",2021-11-28,319900,323600,Offer Rejected - Price Too Low
"29 Gluttonize St., Atlanta, GA",2021-08-11,266200,275300,Offer Rejected - Price Too Low
"64 Bordars St., Las Vegas, NV",2021-08-23,306800,318200,Offer Rejected - Price Too Low
"4 Denied Rd., Phoenix, AZ",2021-10-28,343100,359300,Offer Rejected - Price Too Low
"110 Pentamirror Rd., Las Vegas, NV",2021-07-23,263700,263300,Offer Rejected - Price Too Low
"62 Smalt-blue St., Phoenix, AZ",2021-08-15,261500,260600,Offer Rejected - Price Too Low
"1 Speedways Rd., Las Vegas, NV",2021-10-06,335700,369900,Closed
"180 Unhurriedly St., Atlanta, GA",2021-11-07,306500,330200,Offer Rejected - Price Too Low
"134 Keyphrase St., Phoenix, AZ",2021-08-22,385000,408200,Offer Rejected - Price Too Low
"101 Veldt Rd., Phoenix, AZ",2021-12-04,268300,282300,Offer Rejected - Price Too Low
"131 Precipice Rd., Atlanta, GA",2021-08-15,279500,280900,Offer Rejected - Price Too Low
"65 Tin-works Rd., Phoenix, AZ",2021-09-21,244500,250000,Offer Rejected - Price Too Low
"29 Deep-mouthed St., Phoenix, AZ",2021-10-23,315200,334900,Closed
"127 Score St., Phoenix, AZ",2021-09-23,275400,279200,Offer Rejected - Price Too Low
"155 Trollied Rd., Phoenix, AZ",2021-09-20,255200,257200,Offer Rejected - Price Too Low
"189 Whiten Rd., Phoenix, AZ",2021-11-14,264300,271800,Offer Rejected - Price Too Low
"139 Toothful Rd., Atlanta, GA",2021-10-17,291700,292900,Offer Rejected - Price Too Low
"183 Queens Ave., Phoenix, AZ",2021-09-20,368800,392100,Offer Rejected - Price Too Low
"73 Compile Ave., Atlanta, GA",2021-09-19,313200,338100,Offer Rejected - Price Too Low
"87 Evincing Rd., Las Vegas, NV",2021-11-30,283600,304100,Closed
"11 Bradoon St., Houston, TX",2021-10-22,270400,275900,Offer Rejected - Price Too Low
"135 Judgelike Ave., Houston, TX",2021-08-20,290800,302400,Offer Rejected - Price Too Low
"34 Copper-rose Rd., Atlanta, GA",2021-11-28,345900,362000,Offer Rejected - Price Too Low
"61 Nameplates St., Phoenix, AZ",2021-11-25,258200,272600,Closed
"63 Depositions St., Phoenix, AZ",2021-08-30,258700,276000,Closed
"83 Jefferson City Ave., Las Vegas, NV",2021-08-09,294800,302900,Offer Rejected - Price Too Low
"78 Pintails Ave., Las Vegas, NV",2021-08-07,301800,300600,Offer Rejected - Price Too Low
"22 Uneclipsed Ave., Las Vegas, NV",2021-10-10,274600,291800,Closed
"81 Thickskinned Ave., Atlanta, GA",2021-11-09,374900,390600,Offer Rejected - Pending
"185 Team-mates Rd., Houston, TX",2021-08-02,324100,328600,Offer Rejected - Price Too Low
"105 Loquence St., Houston, TX",2021-11-07,365400,382600,Offer Rejected - Pending
"54 Toilless Rd., Phoenix, AZ",2021-10-11,314100,331900,Closed
"192 Trophosomes St., Phoenix, AZ",2021-10-22,329600,351700,Closed
"91 Uninscribed Rd., Atlanta, GA",2021-12-08,267800,290100,Offer Rejected - Price Too Low
"155 Unworldliness St., Atlanta, GA",2021-09-07,300100,312200,Offer Rejected - Price Too Low
"193 Parsee St., Las Vegas, NV",2021-11-13,261400,264900,Offer Rejected - Price Too Low
"143 Infill St., Las Vegas, NV",2021-10-05,250400,257600,Offer Rejected - Price Too Low
"15 Throwers St., Phoenix, AZ",2021-10-05,228600,228800,Offer Rejected - Price Too Low
"134 Yapper St., Atlanta, GA",2021-10-17,284400,301400,Closed
"172 Vibrate Rd., Phoenix, AZ",2021-10-25,260900,266200,Offer Rejected - Price Too Low
"107 Arcanely St., Atlanta, GA",2021-09-13,275900,292600,Offer Rejected - Price Too Low
"109 Indited Rd., Atlanta, GA",2021-09-19,313000,309300,Offer Rejected - Price Too Low
"163 Taganrog Rd., Houston, TX",2021-09-08,283300,294700,Offer Rejected - Price Too Low
"35 Aerates St., Atlanta, GA",2021-11-11,358600,362100,Offer Rejected - Pending
"63 Intercalated Rd., Atlanta, GA",2021-08-15,275600,278600,Offer Rejected - Price Too Low
"166 Foryete Ave., Las Vegas, NV",2021-08-24,264900,281400,Offer Rejected - Price Too Low
"51 Termites St., Atlanta, GA",2021-09-10,273700,276900,Offer Rejected - Price Too Low
"21 Parimutuels Rd., Atlanta, GA",2021-08-27,374100,385300,Offer Rejected - Price Too Low
"9 Missus St., Phoenix, AZ",2021-10-08,337100,370200,Closed
"30 Bandit Ave., Atlanta, GA",2021-09-19,309000,325300,Offer Rejected - Price Too Low
"115 Ga-ga St., Phoenix, AZ",2021-11-28,307800,333200,Closed
"114 Goodish St., Las Vegas, NV",2021-12-09,280300,287300,Offer Rejected - Price Too Low
"30 Unrefereed St., Phoenix, AZ",2021-10-05,345400,354000,Offer Rejected - Price Too Low
"133 Factorable Rd., Atlanta, GA",2021-12-11,224600,240000,Closed
"121 Blessing St., Houston, TX",2021-08-05,284400,293600,Offer Rejected - Price Too Low
"126 Brobdingnagian St., Phoenix, AZ",2021-07-28,340700,346700,Offer Rejected - Price Too Low
"186 Skylike St., Las Vegas, NV",2021-10-30,316800,314800,Offer Rejected - Price Too Low
"177 Reintroducing St., Atlanta, GA",2021-07-25,251600,251300,Offer Rejected - Price Too Low
"161 Micromechanics St., Atlanta, GA",2021-11-04,302400,301300,Offer Rejected - Price Too Low
"159 Ingurgitation Rd., Phoenix, AZ",2021-10-31,231900,234700,Offer Rejected - Price Too Low
"73 Links Ave., Atlanta, GA",2021-11-13,268900,287800,Closed
"58 Cheapskates St., Atlanta, GA",2021-09-30,350200,367600,Offer Rejected - Price Too Low
"184 Incisory Ave., Houston, TX",2021-08-08,322900,335100,Offer Rejected - Price Too Low
"93 Dutchman Ave., Phoenix, AZ",2021-09-08,282800,297700,Closed
"174 Smokiest Ave., Phoenix, AZ",2021-07-26,273000,297900,Closed
"186 Schillerfels Ave., Atlanta, GA",2021-09-23,295800,320700,Offer Rejected - Pending
"47 500th Rd., Atlanta, GA",2021-09-21,332300,356700,Offer Rejected - Price Too Low
"141 Polonization St., Phoenix, AZ",2021-09-15,329000,331300,Offer Rejected - Price Too Low
"111 Conway Ave., Phoenix, AZ",2021-11-03,294200,313000,Closed
"108 Spireas Rd., Phoenix, AZ",2021-12-14,310600,322700,Offer Rejected - Price Too Low
"118 Samba Ave., Houston, TX",2021-11-12,354100,389600,Closed
"142 Tormentry Rd., Phoenix, AZ",2021-10-28,287900,280100,Offer Rejected - Price Too Low
"26 Yakker St., Atlanta, GA",2021-10-08,301600,296100,Offer Rejected - Price Too Low
"101 Morphogene Rd., Atlanta, GA",2021-09-25,237200,236200,Offer Rejected - Price Too Low
"172 Out-flanking St., Phoenix, AZ",2021-10-17,324100,350200,Offer Rejected - Pending
"41 Avocetta Ave., Phoenix, AZ",2021-10-13,277900,296300,Closed
"89 School-band St., Las Vegas, NV",2021-10-08,319700,327800,Offer Rejected - Price Too Low
"189 Vine-disease Ave., Atlanta, GA",2021-11-01,287700,299400,Offer Rejected - Price Too Low
"122 Clinometric Ave., Atlanta, GA",2021-11-14,290800,300500,Offer Rejected - Price Too Low
"124 Wobbliest St., Houston, TX",2021-08-30,242500,251500,Offer Rejected - Price Too Low
"139 Goodies St., Phoenix, AZ",2021-10-13,333000,330200,Offer Rejected - Price Too Low
"17 Repulser St., Las Vegas, NV",2021-08-20,371000,393100,Closed
"182 Vatican St., Phoenix, AZ",2021-12-06,308900,308400,Offer Rejected - Price Too Low
"73 Greeked St., Houston, TX",2021-08-26,246200,245400,Offer Rejected - Price Too Low
"90 Sphinxes Rd., Atlanta, GA",2021-12-06,337100,335400,Offer Rejected - Price Too Low
"146 Decigramme St., Atlanta, GA",2021-09-01,323500,353300,Closed
"149 Prettily St., Las Vegas, NV",2021-12-15,329000,330000,Offer Rejected - Price Too Low
"199 Banking-sector Ave., Phoenix, AZ",2021-07-18,356900,362800,Offer Rejected - Price Too Low
"170 Irrelevantly Rd., Las Vegas, NV",2021-10-07,230000,243400,Offer Rejected - Price Too Low
"41 Unpreviewed Rd., Atlanta, GA",2021-07-23,345100,348900,Offer Rejected - Price Too Low
"26 Queenslander St., Phoenix, AZ",2021-09-28,370200,397400,Closed
"115 Permutations Ave., Phoenix, AZ",2021-12-06,299900,318800,Closed
"24 Chaffinch St., Phoenix, AZ",2021-10-11,239900,261300,Offer Rejected - Pending
"162 Quatuor St., Atlanta, GA",2021-11-25,342800,369900,Closed
"80 Kebabs St., Atlanta, GA",2021-11-17,252600,251100,Offer Rejected - Pending
"66 Doubly St., Atlanta, GA",2021-12-12,275600,293600,Closed
"2 Majestuous Rd., Las Vegas, NV",2021-12-02,234800,243800,Offer Rejected - Price Too Low
"164 Igniting St., Atlanta, GA",2021-11-02,273500,280100,Offer Rejected - Price Too Low
"139 Recommencing St., Atlanta, GA",2021-08-29,289600,305600,Closed
"85 Crasher Ave., Atlanta, GA",2021-08-11,217800,217400,Offer Rejected - Price Too Low
"190 Contrabass St., Houston, TX",2021-08-05,342300,376700,Closed
"30 Modelings St., Atlanta, GA",2021-11-26,237900,236800,Offer Rejected - Price Too Low
"94 Roamer St., Houston, TX",2021-12-11,319300,351100,Closed
"199 Invite St., Atlanta, GA",2021-07-20,349600,351600,Offer Rejected - Price Too Low
"117 Unkenned St., Atlanta, GA",2021-09-28,259300,267500,Closed
"108 Strauss St., Atlanta, GA",2021-11-18,342200,356800,Offer Rejected - Price Too Low
"182 Walt Disney St., Atlanta, GA",2021-11-09,360800,352900,Offer Rejected - Price Too Low
"87 Falklanders Rd., Phoenix, AZ",2021-10-09,282200,290500,Offer Rejected - Price Too Low
"37 Chrysarobin St., Atlanta, GA",2021-10-18,277000,289600,Offer Rejected - Price Too Low
"120 Ticklish Ave., Houston, TX",2021-12-15,389000,398700,Offer Rejected - Price Too Low
"27 Non-flammable St., Phoenix, AZ",2021-11-06,271100,288200,Closed
"112 Coaks Ave., Atlanta, GA",2021-12-02,269100,279500,Offer Rejected - Price Too Low
"150 Goalies Ave., Atlanta, GA",2021-12-05,269000,277900,Offer Rejected - Price Too Low
"150 Fuckup Rd., Phoenix, AZ",2021-11-22,243300,266500,Closed
"93 Chlorodyne St., Las Vegas, NV",2021-11-01,291200,305500,Offer Rejected - Price Too Low
"174 Rectitude Ave., Phoenix, AZ",2021-08-06,247700,254400,Offer Rejected - Price Too Low
"86 Succussive St., Houston, TX",2021-09-27,301600,326000,Offer Rejected - Price Too Low
"74 Multigravida St., Houston, TX",2021-09-15,290200,308700,Offer Rejected - Price Too Low
"198 Incoordination St., Atlanta, GA",2021-08-11,279000,300800,Offer Rejected - Price Too Low
"131 Karyotyping Rd., Las Vegas, NV",2021-11-30,264500,270600,Offer Rejected - Pending
"82 Euerie Ave., Atlanta, GA",2021-11-13,272900,276300,Offer Rejected - Price Too Low
"126 Monstration Rd., Phoenix, AZ",2021-11-19,289700,288100,Offer Rejected - Price Too Low
"130 Remnant Ave., Atlanta, GA",2021-09-09,390700,416200,Closed
"174 Detailer St., Las Vegas, NV",2021-11-02,318600,333000,Offer Rejected - Pending
"142 Depantsing St., Houston, TX",2021-08-14,314600,321500,Offer Rejected - Price Too Low
"88 Smothers St., Atlanta, GA",2021-09-14,284000,286500,Offer Rejected - Price Too Low
"141 Solar-system St., Phoenix, AZ",2021-10-11,274600,288500,Offer Rejected - Price Too Low
"89 Georgiana St., Las Vegas, NV",2021-07-24,323300,349600,Offer Rejected - Price Too Low
"180 Aliment Ave., Phoenix, AZ",2021-10-01,327500,346300,Offer Rejected - Price Too Low
"178 Scheming Ave., Phoenix, AZ",2021-09-14,347100,347100,Offer Rejected - Price Too Low
"26 Uncanonized St., Atlanta, GA",2021-09-23,277800,297400,Closed
"159 With-holds Rd., Phoenix, AZ",2021-09-24,276600,276000,Offer Rejected - Price Too Low
"185 Frame-breaker Ave., Las Vegas, NV",2021-12-10,254000,256900,Offer Rejected - Price Too Low
"156 Liquidises St., Las Vegas, NV",2021-08-24,278700,298900,Closed
"103 Precipitately Rd., Phoenix, AZ",2021-11-22,289000,306000,Offer Rejected - Pending
"104 Mysticises St., Phoenix, AZ",2021-07-21,301800,324200,Offer Rejected - Price Too Low
"142 Coedited Ave., Phoenix, AZ",2021-10-23,367200,372700,Offer Rejected - Price Too Low
"71 Understaffed St., Phoenix, AZ",2021-11-20,316200,320000,Offer Rejected - Price Too Low
"18 Consecutive St., Atlanta, GA",2021-11-16,251100,269300,Closed
"185 Gasteric St., Las Vegas, NV",2021-11-12,265400,270000,Offer Rejected - Price Too Low
"97 Vine-growers Rd., Phoenix, AZ",2021-11-27,343900,369500,Closed
"14 Pull-quote St., Houston, TX",2021-10-21,306400,317400,Offer Rejected - Price Too Low
"121 Vasari St., Phoenix, AZ",2021-07-22,274900,294500,Offer Rejected - Price Too Low
"86 Rosarian Rd., Las Vegas, NV",2021-07-18,300600,323700,Offer Rejected - Price Too Low
"61 Pequots St., Atlanta, GA",2021-09-14,358200,357500,Offer Rejected - Price Too Low
"94 Imitation Rd., Phoenix, AZ",2021-11-28,352800,364600,Offer Rejected - Price Too Low
"77 Tom-tom Ave., Atlanta, GA",2021-10-09,289500,304000,Offer Rejected - Pending
"126 Ereshkigal St., Phoenix, AZ",2021-08-25,249200,240900,Offer Rejected - Price Too Low
"169 Inverting St., Phoenix, AZ",2021-10-22,290800,284300,Offer Rejected - Price Too Low
"84 Unfindable Rd., Las Vegas, NV",2021-09-13,372100,385500,Closed
"61 Preselected Rd., Phoenix, AZ",2021-08-09,295100,296700,Offer Rejected - Price Too Low
"88 Inciting Ave., Phoenix, AZ",2021-10-14,260900,268900,Offer Rejected - Price Too Low
"189 Flyleaf Rd., Las Vegas, NV",2021-08-04,302000,294700,Offer Rejected - Price Too Low
"45 Loxapine Ave., Atlanta, GA",2021-10-29,268000,278900,Offer Rejected - Price Too Low
"42 Fishwife Rd., Houston, TX",2021-10-04,353800,375200,Offer Rejected - Pending
"10 Omertà St., Phoenix, AZ",2021-08-19,315700,327900,Offer Rejected - Price Too Low
"190 Trepha Rd., Las Vegas, NV",2021-08-21,313300,321400,Offer Rejected - Price Too Low
"149 Vociferous St., Atlanta, GA",2021-11-27,320000,341300,Offer Rejected - Price Too Low
"108 Privateers St., Atlanta, GA",2021-12-13,298100,301800,Offer Rejected - Price Too Low
"13 Annexion Ave., Phoenix, AZ",2021-08-20,236800,248500,Offer Rejected - Price Too Low
"184 Omaha St., Atlanta, GA",2021-12-03,295400,315200,Closed
"41 Parleyvooing St., Phoenix, AZ",2021-10-28,352400,361900,Offer Rejected - Price Too Low
"82 Putrefying St., Atlanta, GA",2021-09-21,328100,322200,Offer Rejected - Price Too Low
"124 Cruciferae St., Atlanta, GA",2021-07-28,293800,308500,Closed
"14 Juncto Ave., Las Vegas, NV",2021-09-24,342600,350300,Offer Rejected - Price Too Low
"184 Backcourt Ave., Houston, TX",2021-12-02,259400,280400,Closed
"36 Coumarins Rd., Las Vegas, NV",2021-11-29,306200,303400,Offer Rejected - Price Too Low
"165 Wabbly Ave., Phoenix, AZ",2021-11-07,293700,303100,Offer Rejected - Price Too Low
"168 Suttle Ave., Phoenix, AZ",2021-11-22,274600,292800,Offer Rejected - Price Too Low
"13 Open-ended Rd., Phoenix, AZ",2021-08-20,287700,309400,Offer Rejected - Price Too Low
"171 Calligraphy Rd., Atlanta, GA",2021-08-16,271200,280000,Offer Rejected - Price Too Low
"103 Indevoured Rd., Phoenix, AZ",2021-10-01,248900,263300,Offer Rejected - Price Too Low
"64 Coal-staith St., Phoenix, AZ",2021-11-07,276100,277700,Offer Rejected - Price Too Low
"44 Upgathered Rd., Las Vegas, NV",2021-11-27,256800,260500,Offer Rejected - Price Too Low
"103 Melicerous Ave., Atlanta, GA",2021-08-21,293000,292800,Offer Rejected - Price Too Low
